"Artist","Classifications","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Flavor_Text","Body_Text","Willpower","Strength","prints","Abilities","Card_Variants","Move_Cost"
"Kaitlin Cuthbertson",,"Steel","Lilo & Stitch","https://lorcana-api.com/images/galactic_council_chamber/courtroom/galactic_council_chamber-courtroom-large.png",3,false,"Galactic Council Chamber - Courtroom","Location",1,"Common",,"FEDERATION DECREE - While you have an Alien or Robot character here, this location can't be challenged.",7,0,"[""AZS-204""]",,,
"Juan Diego Le?n","Storyborn, Ally, Madrigal","Amethyst","","https://api.lorcana.ravensburger.com/images/en/set9/0_efc0c1177b6f8d76e49b512505c961fa4855628b.jpg",4,true,"Bruno Madrigal - Undetected Uncle","Character",1,"Super Rare","","Evasive (Only characters with Evasive can challenge
this character.)
YOU JUST HAVE TO SEE IT {e} - Name a card, then
reveal the top card of your deck. If it's the named
card, put it into your hand and gain 3 lore. Otherwise,
put it on the top of your deck.",3,3,"[""FAB-000"",""URS-039""]",,,
"Eri Welli","Storyborn, Villain, Queen, Sorcerer","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/1_07c90c996a1bc7e5f16f1d92c1cff54b3a00bc65.jpg",3,true,"The Queen - Conceited Ruler","Character",1,"Rare","","Support (Whenever this character quests, you may add
their {s} to another chosen character's {s} this turn.)
ROYAL SUMMONS At the start of your turn, you may
choose and discard a Princess or Queen character
card to return a character card from your discard to
your hand.",4,2,"[""FAB-001""]",,,
"Grace Tran","Storyborn, Hero","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/2_8426eb8a38d43058e2169ec64b6bd9c896ec9046.jpg",3,true,"Pongo - Determined Father","Character",1,"Super Rare","""We'll find our way. I know we will!""","TWILIGHT BARK: Once during your turn, you may
pay 2 {i} to reveal the top card of your deck. If it's
a character card, put it into your hand. Otherwise,
put it on the bottom of your deck.",2,3,"[""FAB-002"",""INK-019""]",,,
"Simangaliso Sibaya","Floodborn, Hero, Alien","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/3_9300e2c889060ccd3f06b47a8bb7b7e5ae88a30c.jpg",6,true,"Stitch - Rock Star","Character",3,"Super Rare","The best part about a beachside concert is that there's
always room for one more.","Shift 4 {i} (You may pay 4 {i} to play this on top of one of
your characters named Stitch.)
ADORING FANS Whenever you play a character with
cost 2 or less, you may exert them to draw a card.",5,3,"[""FAB-003"",""TFC-023""]",,,
"Grace Tran","Storyborn, Hero, Prince","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/4_542111924cad6679fd1527d01b7c321e33d09ba4.jpg",5,true,"Beast - Gracious Prince","Character",1,"Rare","His heart warmed as the music began and the
dancers took their places.","FULL DANCE CARD: Your Princess characters get
+1 {s} and +1 {w}.",4,5,"[""FAB-004""]",,,
"Ellie Horie","Dreamborn, Hero, Princess","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/5_96d45ae02b12c203a1d1c9ed87aedc74128b690f.jpg",4,true,"Minnie Mouse - Sweetheart Princess","Character",2,"Super Rare","","ROYAL FAVOR: Your characters named Mickey Mouse
gain Support. (Whenever they quest, you may add their
{s} to another chosen character's {s} this turn.)
BYE BYE, NOW Whenever this character quests,
you may banish chosen exerted character with 5 {s}
or more.",4,2,"[""FAB-005""]",,,
"Jeanne Plounevez","Storyborn, Hero, Princess","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/6_f0adcc6403c345d3eed4d0feb17b99be5d7d25f4.jpg",1,true,"Aurora - Holding Court","Character",1,"Uncommon","The other princesses were especially happy to
attend her long-awaited celebration.","ROYAL WELCOME: Whenever this character quests,
you pay 1 {i} less for the next Princess or Queen
character you play this turn.",2,1,"[""FAB-006""]",,,
"Eva Widermann","Storyborn, Villain, Queen","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/7_7766ce1df8f13189b4e02e8d248eeb01008c7982.jpg",1,true,"The Queen - Regal Monarch","Character",1,"Common","Don't question her. Don't doubt her. And above all,
don't disobey her.","",2,2,"[""FAB-007"",""ROF-027""]",,,
"Aubrey Archer","Dreamborn, Hero, Princess","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/8_09f60d7a5b67bafe819b285c6399baf482d23284.jpg",2,true,"Rapunzel - Sunshine","Character",1,"Common","""We can all make the world a little brighter in our
own way.""","MAGIC HAIR: {e} - Remove up to 2 damage from
chosen character.",4,1,"[""FAB-008"",""ROF-020""]",,,
"Aisha Durmagambetova","Storyborn, Hero, Alien","Amber","","https://api.lorcana.ravensburger.com/images/en/promo3/9_67051e2c8e31467f0f24a5940dde1f66066d7403.jpg",2,true,"Stitch - Alien Dancer","Character",1,"Common","Moving to the music, he begins to understand the
true meaning of ohana and how he fits into the
family he has found.","",3,2,"[""FAB-009"",""URS-023""]",,,
"Amber Kommavongsa","Dreamborn, Hero, Princess","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/10_a32feea8e543d600ec1cdbc1296944ac0b9d01ae.jpg",3,true,"Mulan - Free Spirit","Character",2,"Common","Everything looks better when you're free to be
yourself.","Support (Whenever this character quests, you
may add their {s} to another chosen character's
{s} this turn.)",3,2,"[""FAB-010"",""ROF-015""]",,,
"Kendall Hale","Dreamborn, Hero, Musketeer","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/11_d5ec6b6f91ef2a18c585f55f98c7b0b3df53eec9.jpg",4,true,"Daisy Duck - Musketeer Spy","Character",1,"Common","She has a talent for thwarting hidden schemes.","INFILTRATION: When you play this character, each
opponent chooses and discards a card.",3,2,"[""FAB-011"",""URS-007""]",,,
"Aisha Durmagambetova","Storyborn, Ally, Fairy","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/12_b46bc4a38d4e6f144122ed206f981fd2347ef992.jpg",4,false,"Tinker Bell - Generous Fairy","Character",1,"Uncommon","Plenty of berries-and friendship-to go around.","MAKE A NEW FRIEND: When you play this character,
look at the top 4 cards of your deck. You may reveal
a character card and put it into your hand. Put the
rest on the bottom of your deck in any order.",4,1,"[""FAB-012"",""INK-022""]",,,
"Dave Beauchene","Storyborn, Hero","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/13_0ea9c51e817f465409a49010dd22ba90497548fc.jpg",3,true,"Mickey Mouse - True Friend","Character",2,"Uncommon","As long as he's around, newcomers to the Great
Illuminary will always get a warm welcome.","",3,3,"[""FAB-013"",""TFC-012""]",,,
"Dave Alvarez / Alice Pisoni","Floodborn, Ally","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/14_8d20c0394108eed44c0e584cbcf62382eaafc942.jpg",7,true,"Pluto - Determined Defender","Character",2,"Rare","","Shift 5 {i} (You may pay 5 {i} to play this on top of one of
your characters named Pluto.)
Bodyguard (This character may enter play exerted. An
opposing character who challenges one of your characters
must choose one with Bodyguard if able.)
GUARD DOG At the start of your turn, remove up to 3
damage from this character.",8,3,"[""FAB-014"",""INK-017""]",,,
"Matthew Robert Davies","Storyborn, Hero, Princess","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/15_9a1972a2711a55cf0b0942df3cce5738260a6e04.jpg",4,true,"Ariel - Singing Mermaid","Character",2,"Rare","""Watch and you'll see-some day I'll be part of
your world!""","Singer 7 (This character counts as cost 7 to sing
songs.)",3,3,"[""FAB-015"",""URS-003""]",,,
"Kenneth Anderson","Storyborn, Ally","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/16_7a2840729bc6a1c35a2e6c0c2c7917b5b14d9104.jpg",5,true,"Pluto - Rescue Dog","Character",2,"Common","When you need help, his is the first face you want
to see.","TO THE RESCUE: When you play this character,
you may remove up to 3 damage from chosen
character of yours.",5,4,"[""FAB-016"",""URS-020""]",,,
"Shannon Hallstein","Storyborn, Hero","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/17_910f8758ce21c170dbdf23d1889aea9f05d3d691.jpg",5,true,"Nani - Protective Sister","Character",2,"Uncommon","""Let me handle this, Lilo.""","Bodyguard (This character may enter play exerted.
An opposing character who challenges one of
your characters must choose one with Bodyguard
if able.)",6,3,"[""FAB-017"",""INK-012""]",,,
"Cristian Romero","Storyborn, Mentor, Madrigal","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/18_adc7501f7b42356f44390a269cd8000b03fd5c02.jpg",3,true,"Julieta Madrigal - Excellent Cook","Character",1,"Uncommon","""Eat this, mi amor.""","SIGNATURE RECIPE: When you play this character,
you may remove up to 2 damage from chosen
character. If you removed damage this way, you
may draw a card.",4,1,"[""FAB-018"",""URS-013""]",,,
"Javi Salas","Storyborn, Hero, Princess","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/19_2c60c22469e1e899f0bae989a03577c151f018c9.jpg",4,true,"Cinderella - Gentle and Kind","Character",2,"Uncommon","","Singer 5 (This character counts as cost 5 to
sing songs.)
A WONDERFUL DREAM {e} - Remove up to 3
damage from chosen Princess character.",5,2,"[""FAB-019"",""TFC-003""]",,,
"Nicholas Kole","Storyborn, Hero, Princess","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/20_f440b54874108f1efeda631c8d77e181c7ad6308.jpg",5,true,"Moana - Of Motunui","Character",3,"Rare","""I am Moana of Motunui. You will board my boat, sail
across the sea, and restore the heart of Te Fiti.""","WE CAN FIX IT: Whenever this character quests, you
may ready your other exerted Princess characters.
If you do, they can't quest for the rest of this turn.",6,1,"[""FAB-020"",""TFC-014""]",,,
"Jiahui Eva Gao","Storyborn, Ally","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/21_f98621a3fcd7c434a0db994dd295b0f74ac93d9d.jpg",1,false,"Pluto - Friendly Pooch","Character",1,"Common","He just can't wait for new friends to arrive!","GOOD DOG: {e} - You pay 1 {i} less for the next
character you play this turn.",2,0,"[""FAB-021"",""INK-018""]",,,
"Angie Simpson","Storyborn, Villain, Sorcerer","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/22_ac61605451cc28d6ec1c86eee0985cbe13c56641.jpg",2,true,"Ursula - Vanessa","Character",1,"Common","This magic will certainly do the trick.","Singer 4 (This character counts as cost 4 to sing songs.)",4,1,"[""FAB-022"",""URS-025""]",,,
"Brianna Garcia","Dreamborn, Villain, Queen","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/23_1979f9c348a11bf43c16870320a409c4ab73ba8c.jpg",3,true,"Queen of Hearts - Wonderland Empress","Character",1,"Uncommon","The more of the Inklands she claims, the more
she wants.","ALL WAYS HERE ARE MY WAYS: Whenever this
character quests, your other Villain characters get
+1 {l} this turn.",3,3,"[""FAB-023"",""INK-020""]",,,
"Marcel Berg","Dreamborn, Hero, Alien","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/24_aa738c1a1e82230750e09c061d49573c437e16d9.jpg",7,true,"Stitch - Carefree Surfer","Character",2,"Legendary","""So you're from outer space, huh? I hear the surfing's
choice.""
-David","OHANA: When you play this character, if you have 2 or
more other characters in play, you may draw 2 cards.",8,4,"[""FAB-024"",""TFC-021""]",,,
"Giulia Riva","Song","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/25_354fc639e2072e174a6dc3503a2b6eea4348ffd6.jpg",7,true,"Look at This Family","Action",,"Rare","","Sing Together 7 (Any number of your or your teammates'
characters with total cost 7 or more may {e} to sing this
song for free.)
Look at the top 5 cards of your deck. You may reveal up
to 2 character cards and put them into your hand. Put the
rest on the bottom of your deck in any order.",,,"[""FAB-025""]",,,
"Eri Welli","Song","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/26_9c4fdfaaa46d5be868e25f85c9c6d1a867a6321b.jpg",8,true,"Circle of Life","Action",,"Legendary","","Sing Together 8 (Any number of your or your
teammates' characters with total cost 8 or more may
{e} to sing this song for free.)
Play a character from your discard for free.",,,"[""FAB-026""]",,,
"Monica Catalano","Song","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/27_275a12316b96f7db605d4b73d91a4e57da27b20d.jpg",3,true,"Heal What Has Been Hurt","Action",,"Common","Let your power shine
Make the clock reverse...","(A character with cost 3 or more can {e} to sing this song for free.)
Remove up to 3 damage from chosen character. Draw a card.",,,"[""FAB-027"",""INK-026""]",,,
"Ellie Horie","Song","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/28_17218cbd94b491a52b73a6c9986ffc1ffbf17947.jpg",4,true,"Lost in the Woods","Action",,"Common","I'm left behind, wondering if I should follow","(A character with cost 4 or more can {e} to sing this
song for free.)
All opposing characters get -2 {s} until the start of
your next turn.",,,"[""FAB-028"",""URS-029""]",,,
"Cristian Romero","","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/29_bc312cb1830974c2bb1ebaa63ae82e4c08459425.jpg",2,false,"Bruno's Return","Action",,"Uncommon","""I feel like I missed something important.""","Return a character card from your discard to your
hand. You may remove up to 2 damage from chosen
character.",,,"[""FAB-029"",""URS-026""]",,,
"Giulia Riva","Song","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/30_905d54c653768b651503e28d0224fb7fabdb23f0.jpg",3,true,"World's Greatest Criminal Mind","Action",,"Uncommon","","(A character with cost 3 or more can {e} to sing this
song for free.)
Banish chosen character with 5 {s} or more.",,,"[""FAB-030"",""ROF-031""]",,,
"Rosa la Barbera / Leonardo Giammichele","Song","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/31_d1d99df70ee4ad5348f0ce9fc634deebced27173.jpg",2,true,"Be Our Guest","Action",,"Common","","(A character with cost 2 or more can {e} to sing this
song for free.)
Look at the top 4 cards of your deck. You may reveal a
character card and put it into your hand. Put the rest
on the bottom of your deck in any order.",,,"[""FAB-031"",""TFC-025""]",,,
"Eri Welli","","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/32_ef721ca6c9464a2f60c89c69ef030e81aea9b88c.jpg",2,false,"Lantern","Item",,"Rare","Lanterns fill the sky on one special night, beacons of
hope and love.","BIRTHDAY LIGHTS: {e} - You pay 1 {i} less for the next
character you play this turn.",,,"[""FAB-032"",""TFC-033""]",,,
"Jenna Gray","","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/33_a25a48b63c65b2a5ab42fa02054e3adc5124c0d4.jpg",3,false,"Ursula's Shell Necklace","Item",,"Rare","""Singing is a lovely pastime...if you've got the voice
for it.""
-Ursula","NOW, SING!: Whenever you play a song, you may pay
1 {i} to draw a card.",,,"[""FAB-033"",""TFC-034""]",,,
"Alex Shin","","Amber","","https://api.lorcana.ravensburger.com/images/en/set9/34_c2dc4a8ffad38e3803acb6ce49b0ff3c065b86ff.jpg",1,true,"Atlantica - Concert Hall","Location",0,"Common","","UNDERWATER ACOUSTICS: Characters count as having +2 cost to sing
songs while here.",6,,"[""FAB-034"",""URS-033""]",,,
"Matthew Robert Davies","Storyborn, Villain, Queen","Amethyst","","https://api.lorcana.ravensburger.com/images/en/set9/35_83298a22c68b73886e1d92c2274a032720469058.jpg",5,true,"The Queen - Wicked and Vain","Character",1,"Rare","Sublime beauty matched with peerless cunning. Is
there any question who is fairest?","I SUMMON THEE {e} - Draw a card.",5,4,"[""FAB-035"",""TFC-056""]",,,
